test,mean0,mean1,mean2,mean3,mean4,mean5,mean6,mean7,mean8,mean9,mean10,mean11,mean12,mean13,mean14,mean15,mean16,mean17,mean18,mean19
460,71.85869565,69.58923358,62.51706522,62.51706522,64.67282609,65.62753488,68.61060465,64.62691935,63.01267382,67.61510648,70.97702752,65.4572963,69.21920988,67.86914634,68.59115854,65.97859459,68.59115854,65.48807018,66.13581457,65.48807018
461,74.94710145,71.05653285,65.20397826,65.20397826,67.4523913,65.06218605,68.01955814,63.91707258,60.8635794,69.3302037,71.72168807,66.42342593,70.2408642,70.71895122,71.47128049,69.26432432,71.47128049,68.02276608,68.85925828,68.02276608
462,74.80289855,71.71182482,65.07852174,65.07852174,67.3226087,65.70734884,68.69404651,64.04572581,62.25249356,66.07653241,72.36022018,63.01807407,66.63980247,71.75065854,72.51396341,63.33027027,72.51396341,69.81136842,69.12368212,69.81136842
463,76.08768116,70.41927007,66.19628261,66.19628261,68.47891304,66.37860465,69.39581395,64.41226613,61.11008584,68.44084722,70.52388991,65.17803704,68.92390123,68.00842683,68.73192073,63.56572973,68.73192073,66.02874854,69.11637086,66.02874854
464,72.30289855,70.19182482,62.90352174,62.90352174,65.0726087,64.50451163,67.43653488,63.69617742,62.49579399,67.62142593,72.30429358,64.75592593,68.47753086,70.3217439,71.06984756,65.51362162,71.06984756,67.84661988,67.61268874,67.84661988
465,74.72826087,70.93726277,65.01358696,65.01358696,67.25543478,66.41851163,69.43753488,64.85856452,61.65938197,67.83165278,70.60491743,65.25751852,69.00795062,70.67882927,71.43073171,66.28540541,71.43073171,68.63794737,68.58996026,68.63794737
466,74.80217391,72.07310219,65.0778913,65.0778913,67.32195652,66.35353488,69.36960465,63.41355645,61.73133906,69.01423148,71.63581651,64.41222222,68.11407407,69.54796341,70.28783537,65.18778378,70.28783537,67.14203509,70.43483444,67.14203509
467,76.20652174,69.71543796,66.29967391,66.29967391,68.58586957,64.05683721,66.96851163,65.22475806,62.92753648,66.13045833,72.36638532,65.36868519,69.12550617,69.7439878,70.48594512,66.66,70.48594512,67.72794737,66.56413245,67.72794737
468,71.70072464,70.37281022,62.37963043,62.37963043,64.53065217,65.8772093,68.87162791,62.98875806,60.78129185,68.49898611,70.81673394,65.8112037,69.59345679,70.54585366,71.29634146,67.4852973,71.29634146,68.04245614,68.66368212,68.04245614
469,75.13695652,70.93587591,65.36915217,65.36915217,67.62326087,67.08669767,70.13609302,64.49757258,62.32017597,67.61426389,72.08190826,62.4762037,66.06679012,70.64443902,71.39597561,65.67059459,71.39597561,68.20902339,68.77274172,68.20902339
470,74.88333333,72.81576642,65.1485,65.1485,67.395,63.29502326,66.17206977,63.34281452,61.00464378,67.85903704,70.67669725,65.40896296,69.16809877,68.71743902,69.44847561,62.48594595,69.44847561,67.23569591,69.28331126,67.23569591
471,76.35942029,68.78693431,66.43269565,66.43269565,68.72347826,66.40111628,69.41934884,64.53918548,62.65039485,68.97378704,72.0933578,66.52331481,70.34649383,70.20997561,70.95689024,64.09254054,70.95689024,68.26969006,67.47255629,68.26969006
472,71.72173913,70.78956204,62.39791304,62.39791304,64.54956522,67.13786047,70.1895814,63.64624194,61.60024893,66.09506944,72.12594495,63.14535185,66.77439506,72.24530488,73.01387195,66.64454054,73.01387195,68.19092982,68.71790728,68.19092982
473,75.6615942,70.61135036,65.82558696,65.82558696,68.09543478,63.32009302,66.19827907,64.76458871,61.6105794,68.47202315,70.78502752,65.00188889,68.73762963,67.42837805,68.14570122,66.08681081,68.14570122,66.8791462,70.32150993,66.8791462
474,74.4057971,73.11255474,64.73304348,64.73304348,66.96521739,66.15195349,69.15886047,63.72842742,62.8694721,67.78151852,72.27346789,64.85742593,68.5848642,70.56992683,71.32067073,66.77178378,71.32067073,68.44849708,66.88765563,68.44849708
475,75.86521739,68.74116788,66.00273913,66.00273913,68.27869565,66.93218605,69.97455814,64.16570968,60.74638197,67.73559722,70.34950459,65.48038889,69.24362963,70.89434146,71.64853659,66.15697297,71.64853659,68.91999415,68.45348344,68.91999415
476,71.96666667,70.93240876,62.611,62.611,64.77,64.14176744,67.05730233,64.54889516,62.46373391,68.97041667,72.05768807,64.14853704,67.83523457,69.38002439,70.11810976,67.51621622,70.11810976,65.76532749,69.10662252,65.76532749
477,75.37246377,70.85405109,65.57404348,65.57404348,67.83521739,65.90944186,68.90532558,63.48291129,60.92021888,66.17890741,72.12462385,65.32572222,69.08007407,69.94058537,70.68463415,62.80345946,70.68463415,68.11749123,69.8322649,68.11749123
478,75.05,72.91423358,65.2935,65.2935,67.545,66.0255814,69.02674419,65.18591935,62.63258369,68.46865278,71.01005505,65.83107407,69.61446914,70.29595122,71.04378049,63.34335135,71.04378049,69.75602339,66.25401325,69.75602339
479,75.21521739,68.52273723,65.43723913,65.43723913,67.69369565,64.85497674,67.80293023,63.02170161,61.6244721,67.79373611,72.63412844,62.52453704,66.11790123,70.7309878,71.48344512,66.19383784,71.48344512,65.42580702,69.0706755,65.42580702
480,72.46449275,70.62660584,63.0441087,63.0441087,65.21804348,65.77437209,68.76411628,65.1356371,61.57923176,67.68841204,69.81754128,65.47716667,69.24022222,69.12954878,69.86496951,66.73135135,69.86496951,68.18880117,69.58794702,68.18880117
481,75.39347826,71.09883212,65.59232609,65.59232609,67.85413043,65.57790698,68.55872093,62.90345161,63.08106867,68.96746759,72.54561468,66.57862963,70.40498765,70.20710976,70.9539939,65.49578378,70.9539939,69.59637427,67.79486093,69.59637427
482,74.97608696,72.99675182,65.22919565,65.22919565,67.47847826,65.99130233,68.99090698,64.56033871,60.74246352,65.99943519,71.76968807,63.12011111,66.7477037,71.75639024,72.5197561,65.95362162,72.5197561,65.98617544,68.40656954,65.98617544
483,75.22101449,68.42149635,65.44228261,65.44228261,67.69891304,64.93632558,67.88797674,63.47181452,62.61299142,68.77577778,70.74055046,64.75914815,68.48093827,67.65707317,68.37682927,68.45924324,68.37682927,67.90462573,68.60823841,67.90462573
484,73.04855072,70.5759854,63.55223913,63.55223913,65.74369565,66.09260465,69.09681395,64.6411371,60.73427039,67.78573148,73.03618349,65.28544444,69.03748148,70.49254878,71.24246951,63.83210811,71.24246951,68.55705848,70.45128477,68.55705848
485,74.47681159,71.54124088,64.79482609,64.79482609,67.02913043,65.98260465,68.98181395,63.78321774,62.49472532,67.48576852,69.54143119,65.24033333,68.98977778,71.70709756,72.46993902,63.48843243,72.46993902,67.26602924,66.02005298,67.26602924
486,75.90724638,72.35671533,66.03930435,66.03930435,68.31652174,64.59865116,67.53495349,64.15253226,61.69001717,68.91143519,72.64249541,64.26453704,67.95790123,68.55981707,69.28917683,65.05935135,69.28917683,67.80351462,69.35154967,67.80351462
487,74.65144928,68.73423358,64.94676087,64.94676087,67.18630435,66.30697674,69.32093023,64.3696129,61.84105579,66.05293981,71.6626789,65.38211111,69.1397037,69.75659756,70.49868902,66.50778378,70.49868902,68.04937427,68.62590728,68.04937427
488,73.18043478,70.69525547,63.66697826,63.66697826,65.8623913,66.2235814,69.23374419,63.74819355,62.52571674,68.86214352,71.16286239,65.56416667,69.33222222,70.56247561,71.31314024,65.71697297,71.31314024,67.93070175,69.12733775,67.93070175
489,74.58913043,71.65010949,64.89254348,64.89254348,67.13021739,64.18883721,67.10651163,64.89809677,61.2924721,67.86535648,72.81820183,62.62174074,66.22069136,70.58884146,71.33978659,65.46843243,71.33978659,67.25857895,67.37507285,67.25857895
490,75.52826087,72.51967153,65.70958696,65.70958696,67.97543478,65.70427907,68.69083721,63.38442742,62.68387983,67.30039815,69.74311927,65.6227037,69.39412346,69.40065854,70.13896341,68.51632432,70.13896341,68.31545614,68.95064901,68.31545614
491,74.25434783,68.14967153,64.60128261,64.60128261,66.82891304,67.12404651,70.17513953,65.20984677,60.57824464,68.99822222,72.20741284,66.47175926,70.29197531,70.59571951,71.3467378,64.72994595,71.3467378,68.36228655,70.42264901,68.36228655
492,73.84710145,71.17927007,64.24697826,64.24697826,66.4623913,63.4004186,66.28225581,62.99014516,62.15524464,66.01628704,71.37115596,63.26725926,66.90330864,71.02617073,71.78176829,63.29578378,71.78176829,66.93502339,66.58545695,66.93502339
493,74.62318841,71.2839781,64.92217391,64.92217391,67.16086957,66.15809302,69.16527907,64.43862097,61.87454077,68.80358333,71.42091743,64.67698148,68.39404938,67.98893902,68.71222561,63.84162162,68.71222561,68.39634503,68.66429139,68.39634503
494,76.12028986,72.01069343,66.22465217,66.22465217,68.50826087,67.37627907,70.43883721,63.41945161,61.93901717,67.94582407,73.04322936,65.16407407,68.9091358,70.61176829,71.36295732,66.95372973,71.36295732,68.76353801,68.60884768,68.76353801
495,73.25652174,68.53937956,63.73317391,63.73317391,65.93086957,63.55237209,66.44111628,64.47121774,62.37432189,67.18959722,69.83163303,65.45461111,69.21637037,71.75295122,72.51628049,65.11167568,72.51628049,66.02874854,69.60866225,66.02874854
496,73.88550725,71.29160584,64.2803913,64.2803913,66.49695652,65.81837209,68.81011628,63.68681452,61.35303004,69.15283796,71.88550459,63.90848148,67.58138272,68.13108537,68.85588415,67.65891892,68.85588415,67.84555556,66.61409272,67.84555556
497,74.51594203,71.16609489,64.82886957,64.82886957,67.06434783,66.79046512,69.82639535,64.79995968,62.78682833,65.91391204,71.57548624,65.45407407,69.21580247,70.02312195,70.76804878,65.57189189,70.76804878,69.83531579,69.11515232,69.83531579
498,77.08985507,72.39416058,67.06817391,67.06817391,69.38086957,64.35204651,67.27713953,63.64312097,60.69722318,68.93544907,71.2306789,65.86544444,69.65081481,70.82670732,71.58018293,67.79210811,71.58018293,65.49552047,69.55382781,65.49552047
499,72.30289855,68.03664234,62.90352174,62.90352174,65.0726087,65.94934884,68.94704651,64.21633871,62.13636481,67.86493519,73.00976147,62.57555556,66.17185185,69.65858537,70.39963415,62.59297297,70.39963415,68.20583041,67.72174834,68.20583041
500,74.73115942,71.38313869,65.0161087,65.0161087,67.25804348,65.92223256,68.91869767,64.51907258,61.6105794,67.08975,69.96638532,65.46535185,69.2277284,69.60069512,70.34112805,64.09372973,70.34112805,69.52027485,68.59849007,69.52027485
501,74.60434783,71.28051095,64.90578261,64.90578261,67.14391304,65.0007907,67.95537209,63.51828226,61.95932189,69.32936111,71.83001835,66.36703704,70.18123457,70.71723171,71.46954268,66.68972973,71.46954268,66.12826316,69.19192053,66.12826316
502,76.5442029,72.3199635,66.59345652,66.59345652,68.88978261,65.54106977,68.5202093,65.14916129,62.38465236,65.84608333,71.53673394,63.34566667,66.98622222,70.56476829,71.31545732,65.30551351,71.31545732,67.8434269,69.88283444,67.8434269
503,72.35942029,68.28835766,62.95269565,62.95269565,65.12347826,65.72627907,68.71383721,63.06192742,61.32560086,68.92028241,71.48609174,64.92885185,68.66039506,68.84984146,69.58228659,65.94648649,69.58228659,68.50118129,66.11083444,68.50118129
504,74.04057971,70.9920438,64.41530435,64.41530435,66.63652174,66.14581395,69.15244186,65.1221129,62.96885837,68.02502778,72.95955963,64.90468519,68.63483951,70.17615854,70.92271341,65.49221622,70.92271341,67.41556725,68.96161589,67.41556725
505,75.28478261,71.08843066,65.49776087,65.49776087,67.75630435,64.81302326,67.75906977,62.95824194,60.5408412,67.05056944,69.82811009,65.40412963,69.16298765,72.08768293,72.85457317,69.20486486,72.85457317,67.68271345,69.11088742,67.68271345
506,76.26666667,72.83310219,66.352,66.352,68.64,66.05934884,69.06204651,64.54612097,62.13565236,69.11323611,72.00704587,63.83114815,67.49960494,67.54014634,68.25865854,63.38497297,68.25865854,67.85247368,68.8952053,67.85247368
507,72.36231884,68.13857664,62.95521739,62.95521739,65.12608696,65.97595349,68.97486047,63.39309677,61.67576824,66.06389352,71.376,65.56846296,69.33676543,70.48968293,71.23957317,63.54432432,71.23957317,67.92697661,67.76500662,67.92697661
508,74.47608696,71.77284672,64.79419565,64.79419565,67.02847826,64.73474419,67.67723256,64.71430645,61.77372961,68.7736713,71.3799633,65.98198148,69.77404938,70.81696341,71.57033537,65.50054054,71.57033537,67.48740936,68.62164238,67.48740936
509,75.29710145,70.79372263,65.50847826,65.50847826,67.7673913,66.07265116,69.07595349,63.71975806,62.54103433,68.011125,73.00007339,62.72753704,66.3325679,69.43619512,70.17487805,66.12486486,70.17487805,67.97487135,70.37817219,67.97487135
510,76.18623188,72.1389781,66.28202174,66.28202174,68.5676087,66.58734884,69.61404651,64.199,61.30351502,67.20855556,70.17379817,65.13775926,68.88130864,70.0810122,70.82655488,65.71340541,70.82655488,68.59430994,66.57205298,68.59430994
511,71.92898551,68.40485401,62.57821739,62.57821739,64.73608696,63.95809302,66.86527907,64.32106452,62.94392275,68.96030556,71.75427523,66.49109259,70.31241975,70.15093902,70.89722561,66.02854054,70.89722561,66.62211111,68.55218543,66.62211111
512,74.78985507,71.79018248,65.06717391,65.06717391,67.31086957,65.56562791,68.54588372,63.69409677,60.65875107,66.12624537,71.36895413,63.35533333,66.99644444,70.62781707,71.37917683,68.59362162,71.37917683,68.77737427,68.90007947,68.77737427
513,75.00652174,70.8089781,65.25567391,65.25567391,67.50586957,67.19516279,70.24948837,65.01704032,62.1531073,68.77451389,71.34077064,64.92992593,68.66153086,69.28659756,70.02368902,64.05448649,70.02368902,68.5171462,69.33449007,68.5171462
514,76.21086957,71.99335766,66.30345652,66.30345652,68.58978261,63.68283721,66.57751163,63.29912097,61.62055365,67.95340741,73.0533578,64.87514815,68.60360494,70.30970732,71.05768293,63.82378378,71.05768293,66.28950877,67.38786755,66.28950877
515,71.58623188,68.70233577,62.28002174,62.28002174,64.4276087,65.90944186,68.90532558,65.2646371,61.91586266,67.26964352,70.09056881,65.48361111,69.24703704,71.47439024,72.2347561,63.98908108,72.2347561,67.95145614,68.82757616,67.95145614
516,75.16811594,71.07386861,65.39626087,65.39626087,67.65130435,67.35683721,70.41851163,63.00297581,62.29274678,69.01844444,71.83882569,63.96111111,67.63703704,67.6232561,68.34265244,66.86097297,68.34265244,69.4271462,70.14299338,69.4271462
517,75.15869565,71.28744526,65.38806522,65.38806522,67.64282609,63.48483721,66.37051163,64.45422581,61.57887554,66.19407407,71.28704587,65.15709259,68.90175309,70.64845122,71.40003049,65.08075676,71.40003049,65.78608187,67.08384106,65.78608187
518,75.8942029,71.83664234,66.02795652,66.02795652,68.30478261,66.06651163,69.06953488,63.40072581,62.8694721,68.50277778,71.61555963,66.34662963,70.15965432,71.91171951,72.6767378,67.11664865,72.6767378,68.37452632,68.38463576,68.37452632
519,71.78768116,68.53521898,62.45528261,62.45528261,64.60891304,66.41390698,69.43272093,64.38244355,60.65020172,68.11560648,72.81820183,62.65825926,66.25930864,68.19871951,68.9242378,65.93697297,68.9242378,69.57987719,69.092,69.57987719
520,75.60797101,71.90113139,65.77893478,65.77893478,68.04717391,64.68972093,67.63016279,63.76206452,61.97392704,67.27975463,70.35170642,64.9745,68.70866667,70.10164634,70.84740854,67.16897297,70.84740854,65.72967251,69.92060927,65.72967251
521,74.52681159,71.02671533,64.83832609,64.83832609,67.07413043,65.76209302,68.75127907,64.76458871,61.4784206,68.82254167,71.55787156,66.36381481,70.17782716,70.2455122,70.99280488,63.03654054,70.99280488,68.09514035,66.07062252,68.09514035
522,76.10797101,71.73193431,66.21393478,66.21393478,68.49717391,66.00460465,69.00481395,63.68646774,62.20974678,66.36090741,71.3826055,63.69205556,67.35251852,70.71952439,71.47185976,63.84875676,71.47185976,68.50330994,69.15658278,68.50330994
523,71.86231884,68.73908759,62.52021739,62.52021739,64.67608696,64.93990698,67.89172093,64.18651613,62.25284979,68.37175463,71.74678899,64.77042593,68.4928642,69.44937805,70.18820122,67.08097297,70.18820122,67.17662573,69.55687417,67.17662573
524,75.17173913,71.61751825,65.39941304,65.39941304,67.65456522,65.84446512,68.83739535,64.50693548,61.35481116,68.22598611,72.46899083,65.08083333,68.82111111,70.3687439,71.11734756,65.27697297,71.11734756,67.65238012,67.8295894,67.65238012
525,74.79347826,71.1640146,65.07032609,65.07032609,67.31413043,65.53288372,68.51165116,63.53319355,63.08569957,67.28565278,70.41555963,65.32733333,69.08177778,70.94993902,71.70472561,65.93340541,71.70472561,68.1164269,68.28471523,68.1164269
526,75.57318841,71.52043796,65.74867391,65.74867391,68.01586957,66.05576744,69.05830233,65.13425,60.59106867,68.72311574,72.05592661,64.08624074,67.76935802,68.16604878,68.89121951,65.90962162,68.89121951,67.82054386,68.78553642,67.82054386
527,72.16376812,69.20923358,62.78247826,62.78247826,64.9473913,64.95218605,67.90455814,63.08897581,62.28526609,66.47044444,71.04352294,64.89985185,68.6297284,70.55330488,71.30387195,69.32972973,71.30387195,67.44909357,70.40619868,67.44909357
528,75.69275362,70.85751825,65.85269565,65.85269565,68.12347826,65.78767442,68.77802326,65.10928226,61.10581116,68.25337037,71.62877064,66.50505556,70.32718519,72.0372439,72.80359756,62.86648649,72.80359756,68.20902339,66.01274172,68.20902339
529,74.54057971,72.12094891,64.85030435,64.85030435,67.08652174,66.16576744,69.17330233,62.99222581,62.46480258,68.35574537,72.50113761,62.55944444,66.15481481,67.75623171,68.47704268,63.83567568,68.47704268,68.39155556,69.38018543,68.39155556
530,75.49202899,70.88109489,65.67806522,65.67806522,67.94282609,64.6764186,67.61625581,64.54750806,61.88772103,67.30292593,70.46620183,65.18931481,68.93582716,70.28735366,71.03509146,65.13902703,71.03509146,66.87488889,68.63078146,66.87488889
531,72.96594203,69.64054745,63.48036957,63.48036957,65.66934783,66.16372093,69.17116279,63.40454032,61.58742489,68.56976389,72.21754128,65.97875926,69.77064198,70.84676829,71.60045732,65.76691892,71.60045732,68.63049708,68.98233113,68.63049708
532,74.89492754,70.85405109,65.15858696,65.15858696,67.40543478,66.66665116,69.69695349,64.70147581,62.97348927,66.56355093,70.59478899,64.10127778,67.78525926,69.46256098,70.20152439,65.87275676,70.20152439,68.5288538,67.49509934,68.5288538
533,75.50797101,72.09043796,65.69193478,65.69193478,67.95717391,63.64293023,66.5357907,63.71975806,60.82617597,68.38818519,71.70011009,64.79727778,68.52125926,69.7204878,70.46219512,66.05827027,70.46219512,66.40711696,68.77578808,66.40711696
534,74.66231884,70.7569708,64.95621739,64.95621739,67.19608696,65.73804651,68.72613953,64.21599194,62.25142489,68.34437037,72.42583486,64.84185185,68.56839506,70.74531707,71.49792683,68.79459459,71.49792683,67.84395906,70.65965563,67.84395906
535,73.44057971,69.47828467,63.89330435,63.89330435,66.09652174,67.49651163,70.56453488,64.24442742,60.97970815,67.28523148,70.84755963,65.52818519,69.29417284,70.39109756,71.13993902,63.85113514,71.13993902,69.39574854,66.54463576,69.39574854
536,74.42753623,70.8519708,64.75195652,64.75195652,66.98478261,63.35334884,66.23304651,63.6386129,62.65538197,68.36375,72.06737615,63.88861111,67.56037037,68.93467073,69.66801829,63.58832432,69.66801829,65.57268421,68.69292715,65.57268421
537,75.45724638,71.67992701,65.64780435,65.64780435,67.91152174,66.05218605,69.05455814,65.04339516,61.54396567,66.71016204,70.56924771,65.02283333,68.75977778,70.32403659,71.07216463,64.65621622,71.07216463,68.36707602,68.36757616,68.36707602
538,74.7384058,71.00729927,65.02241304,65.02241304,67.26456522,67.34302326,70.40406977,63.35183065,61.69464807,68.32793981,72.07001835,66.30205556,70.11251852,71.95814634,72.72365854,66.90972973,72.72365854,69.6575731,69.88344371,69.6575731
539,73.26376812,69.46441606,63.73947826,63.73947826,65.9373913,63.41269767,66.29509302,65.31942742,62.93893562,68.38481481,72.09688073,62.68296296,66.2854321,67.67312195,68.39304878,65.04151351,68.39304878,65.61259649,66.50929801,65.61259649
540,75.01594203,71.41156934,65.26386957,65.26386957,67.51434783,66.04860465,69.05081395,62.99222581,60.78342918,67.16516204,70.96733945,65.33914815,69.0942716,70.52235366,71.27259146,66.6267027,71.27259146,68.33940351,69.17242384,68.33940351
541,75.41304348,71.62029197,65.60934783,65.60934783,67.87173913,66.31465116,69.32895349,64.49202419,62.32160086,68.45137963,72.13915596,65.72151852,69.49861728,70.91726829,71.67170732,66.56248649,71.67170732,68.56823392,69.60805298,68.56823392
542,73.74275362,70.02678832,64.15619565,64.15619565,66.36847826,64.68409302,67.62427907,63.34073387,61.11578541,66.76619444,70.42700917,64.0857037,67.76879012,69.42989024,70.1685061,67.25816216,70.1685061,66.96695322,67.66021192,66.96695322
543,74.1942029,70.41164234,64.54895652,64.54895652,66.77478261,65.71144186,68.69832558,64.41954839,62.46836481,68.40377315,72.12638532,64.74518519,68.46617284,70.00019512,70.74487805,62.06259459,70.74487805,67.69708187,68.5698543,67.69708187
544,74.67028986,70.98372263,64.96315217,64.96315217,67.20326087,66.02865116,69.02995349,63.77212097,61.52330472,68.39281944,72,65.13185185,68.87506173,70.1045122,70.85030488,64.46475676,70.85030488,68.24627485,69.19192053,68.24627485
545,76.46304348,72.31649635,66.52284783,66.52284783,68.81673913,65.24944186,68.21532558,64.68691129,61.6444206,67.12850926,70.97746789,65.52388889,69.28962963,70.56362195,71.31429878,66.84908108,71.31429878,67.74870175,69.79266225,67.74870175
546,72.35869565,69.52405109,62.95206522,62.95206522,65.12282609,65.58506977,68.5662093,63.73432258,63.19506009,68.25168519,72.60638532,63.72642593,67.3888642,68.97479268,69.70856707,65.58378378,69.70856707,67.6188538,66.0474702,67.6188538
547,74.77608696,70.08364964,65.05519565,65.05519565,67.29847826,65.59632558,68.57797674,64.16570968,60.66908155,66.8845787,70.01790826,65.23281481,68.98182716,70.83358537,71.58713415,66.63740541,71.58713415,68.07438596,69.13891391,68.07438596
548,74.32463768,70.9220073,64.66243478,64.66243478,66.89217391,66.22613953,69.2364186,64.45075806,62.46907725,68.4202037,72.40645872,66.21398148,70.01938272,71.2892561,72.04765244,65.72886486,72.04765244,68.25798246,69.14927152,68.25798246
549,76.69855072,73.04321168,66.72773913,66.72773913,69.02869565,64.94297674,67.89493023,63.53770161,60.77274249,68.25589815,71.74370642,62.6587963,66.25987654,67.60778049,68.3270122,68.26897297,68.3270122,67.17396491,68.81782781,67.17396491
550,72.48478261,68.83270073,63.06176087,63.06176087,65.23630435,65.78409302,68.77427907,65.08154032,62.64825751,67.37960185,70.81100917,65.36814815,69.12493827,70.76365854,71.51646341,63.10075676,71.51646341,68.33461404,67.76744371,68.33461404
551,74.26231884,70.87624088,64.60821739,64.60821739,66.83608696,66.03274419,69.03423256,63.12226613,61.63302146,68.19059722,73.02693578,65.54375926,69.31064198,71.87217073,72.63676829,62.99372973,72.63676829,68.28033333,68.67403974,68.28033333
552,74.90217391,70.66127737,65.1648913,65.1648913,67.41195652,64.62372093,67.56116279,65.20533871,61.77586695,66.9187037,69.49651376,64.21405556,67.90451852,68.17923171,68.90454268,66.528,68.90454268,66.45554386,70.32333775,66.45554386
553,76.88695652,72.8989781,66.89165217,66.89165217,69.19826087,65.9595814,68.95774419,62.99083871,62.85949785,68.24283796,72.65042202,64.989,68.724,70.21742683,70.96442073,66.10821622,70.96442073,68.31119883,66.4410596,68.31119883
554,71.87536232,68.78693431,62.53156522,62.53156522,64.68782609,66.76181395,69.79644186,64.543,60.83401288,68.40840741,71.69262385,64.84775926,68.57464198,70.09132927,70.83698171,64.68475676,70.83698171,69.30687719,68.63443709,69.30687719
555,74.3942029,70.77361314,64.72295652,64.72295652,66.95478261,63.73553488,66.63260465,63.34004032,62.80000858,67.24773611,71.0932844,65.34398148,69.09938272,70.43179268,71.18106707,66.25448649,71.18106707,65.45454386,68.90007947,65.45454386
556,75.37608696,71.04821168,65.57719565,65.57719565,67.83847826,65.9744186,68.97325581,64.73476613,60.65696996,68.18090741,72.81291743,63.7317963,67.39454321,69.59897561,70.33939024,69.24767568,70.33939024,68.48947368,69.40090066,68.48947368
557,76.31666667,72.76375912,66.3955,66.3955,68.685,67.38651163,70.44953488,63.73466935,62.48083262,66.92038889,69.81137615,65.29457407,69.0471358,70.41402439,71.16310976,63.8,71.16310976,69.61340351,67.27698013,69.61340351
558,71.94927536,68.79941606,62.59586957,62.59586957,64.75434783,63.24334884,66.11804651,64.25656452,61.63444635,68.23778241,72.16513761,66.51525926,70.33797531,71.17691463,71.93411585,63.59427027,71.93411585,65.61951462,69.00060927,65.61951462
559,74.92101449,70.57113139,65.18128261,65.18128261,67.42891304,66.07316279,69.07648837,65.11037168,61.68716738,68.51794444,71.39845872,62.55837037,66.15367901,68.12191463,68.84661585,65.13902703,68.84661585,68.14516374,70.02235762,68.14516374
560,74.86376812,70.91992701,65.13147826,65.13147826,67.3773913,67.15986047,70.2125814,64.41954839,62.55777682,67.09606944,71.54686239,65.2397963,68.98920988,70.50515854,71.25521341,65.85848649,71.25521341,68.82420468,67.18741722,68.82420468
561,76.02028986,72.80259124,66.13765217,66.13765217,68.41826087,64.02051163,66.93053488,63.77212097,61.20341631,68.3414213,72.89262385,65.52281481,69.28849383,71.89223171,72.65704268,65.39232432,72.65704268,66.86264912,68.30969536,66.86264912
562,72.24492754,68.4679562,62.85308696,62.85308696,65.02043478,65.64083721,68.62451163,64.68691129,62.99664378,66.86519907,69.8840367,64.20814815,67.8982716,67.60319512,68.32237805,66.81697297,68.32237805,67.92325146,68.98233113,67.92325146
563,74.72681159,70.78193431,65.01232609,65.01232609,67.25413043,66.22818605,69.23855814,63.73432258,60.5607897,68.22261574,71.87581651,64.89824074,68.62802469,70.32632927,71.07448171,67.09524324,71.07448171,68.21168421,70.05769536,68.21168421
564,74.81304348,71.65773723,65.08734783,65.08734783,67.33173913,64.94655814,67.89867442,64.16570968,62.16806867,68.48297685,71.56447706,64.90790741,68.63824691,71.18608537,71.94338415,66.53513514,71.94338415,67.62896491,65.87565563,67.62896491
565,76.33695652,72.39832117,66.41315217,66.41315217,68.70326087,65.32925581,68.29876744,64.45075806,61.68930472,67.18917593,71.16726606,65.6167963,69.38787654,69.11178049,69.8470122,62.21362162,69.8470122,67.50550292,69.33631788,67.50550292
566,71.85072464,68.35215328,62.51013043,62.51013043,64.66565217,66.05986047,69.0625814,63.53770161,61.97535193,68.26727315,73.07053211,63.69474074,67.35535802,70.08789024,70.8335061,64.00691892,70.8335061,68.0371345,69.39846358,68.0371345
567,74.82028986,70.83948905,65.09365217,65.09365217,67.33826087,65.56460465,68.54481395,65.08154032,62.28597854,66.89890278,69.89680734,65.05344444,68.79214815,70.22717073,70.97426829,67.05362162,70.97426829,68.35483626,67.93438411,68.35483626
568,74.89855072,71.66744526,65.16173913,65.16173913,67.40869565,65.24995349,68.21586047,63.12226613,61.38687124,68.14299074,72.08366972,66.82351852,70.66395062,70.83358537,71.58713415,65.41254054,71.58713415,67.06646784,68.40352318,67.06646784
569,76.49275362,72.35324818,66.54869565,66.54869565,68.84347826,65.86083721,68.85451163,65.20533871,62.94036052,68.61779167,71.29409174,62.30864815,65.88960494,68.89741463,69.63036585,67.23437838,69.63036585,68.21221637,68.77274172,68.21221637
570,71.68768116,68.39029197,62.36828261,62.36828261,64.51891304,66.05934884,69.06204651,62.99083871,60.44572961,67.12008333,71.54730275,65.44977778,69.21125926,70.39568293,71.14457317,65.48983784,71.14457317,68.54428655,70.33308609,68.54428655
571,75.59927536,71.00244526,65.77136957,65.77136957,68.03934783,65.00181395,67.95644186,64.543,62.22933906,68.432,72.90715596,65.39983333,69.15844444,71.87045122,72.63503049,67.72194595,72.63503049,66.46991228,66.03345695,66.46991228
572,74.3673913,71.19313869,64.69963043,64.69963043,66.93065217,65.93706977,68.9342093,63.34004032,61.67541202,66.92249537,69.84704587,64.2597037,67.95279012,67.55562195,68.27429878,63.66205405,68.27429878,68.2675614,69.34058278,68.2675614
573,75.87536232,72.35255474,66.01156522,66.01156522,68.28782609,66.0184186,69.01925581,64.73476613,61.89306438,67.9424537,72.03038532,64.8005,68.52466667,70.53381707,71.28417683,63.11264865,71.28417683,69.29729825,68.57838411,69.29729825
